review,rating
"Its just awesome Unbeatable by performance, cameraBetter display than any phone in this rangeIt feels like iphone 12 miniREAD MORE",5
Best productREAD MORE,5
Good productREAD MORE,5
Initial impression that a quite happyREAD MORE,5
"Specially it is good for photos and video, the stability of the video is awesome, i got this for good price which is really worth.READ MORE",5
good productREAD MORE,4
niceREAD MORE,5
This phone is my heart....No one can beat it...❤️❤️❤️READ MORE,5
NiceREAD MORE,5
Lovely handset slim setREAD MORE,5
Awesome productREAD MORE,4
Super productREAD MORE,4
Good.READ MORE,5
GoodREAD MORE,4
GoodREAD MORE,4
it is good productREAD MORE,5
GoodREAD MORE,5
Super mobile Happy and satisfiedREAD MORE,5
Best phone for those people who love to you small size phone best phone battery also very effectiveREAD MORE,5
It’s really awesomeREAD MORE,5
This is amazing phone on this price point!!READ MORE,5
Boom!READ MORE,5
battery performance is very badHitting issue Camera is sufficient Performance is average hang some timeREAD MORE,3
Very goodREAD MORE,5
goodREAD MORE,5
"Battery back up not ok,READ MORE",5
NYC productI impressed IPhone is always fine😘😍READ MORE,5
Nice product from FlipkartREAD MORE,5
"If you don't have battery backup issue, then just go for this fantastic A13 Bionic chip phone.READ MORE",5
Except Battery back up... All is perfectREAD MORE,5
"My requirements:1. Good quality call connectivity.2. Good camera.3. Handy mobile, not interested in bigger phones. 4. Largely mobile used for calls, whatsapp and youtube. 5. Decent battery. 6. Privacy. (This was one of the most important requirement)This mobile ticks all the requirements. Quality phone for the price point. For above usage scenario mobile will last easily for a day or even more. Im getting 4-5 hrs of SOT. Again it will depend on which application is used. For eg. If ...READ MORE",5
Performance will be decided after useREAD MORE,4
"Worst battery standby, better avoidREAD MORE",2
"The Best, small beast phone ever.READ MORE",4
Simply Superb..READ MORE,5
Super buget mobileREAD MORE,5
This is one of the worst IPhones- quality is significantly compromised in all aspects. Display is really poor- I am an iPhone users for past 6 years and never seen such a bad model from the house of AppleREAD MORE,2
Authentic one. Very happy after receiving itREAD MORE,5
Good oneREAD MORE,5
Sprrrrr....excellent Big heart from me❤️❤️❤️READ MORE,5
GoodREAD MORE,4
ExcellentREAD MORE,4
Beast packed in a small package.READ MORE,5
Awesome camera but battery back is lowREAD MORE,5
Phone is goodREAD MORE,3
"When phone is locked, proximity sensor is not working!! After the call is finished, still the screen is BLACK most of the times. Even if light shows up, i am NOT able to disconnect (press the Red button) the call, NOT able to put speaker, NOT able to press any key  at aIl !!! Its like freezing. DISAPPOINTED :(  I am placing the return order! NOTE: TRIED ALL WORK AROUNDS LIKE RESTARTING, FORCE RESTART, UPDATING THE OS etc.READ MORE",2
In this budget for Apple the product is good to use and definitely the feel is premium.READ MORE,4
"After using 10 days it's running so smooth and i think it's a best product for me, thanks to Apple.READ MORE",5
GoodREAD MORE,5
"Sensor is not working, speaker is not working and having lots of issue. Seems look like normal phone not iphone. I strongly recommend to not buy this product from iphone. It's a failure model in Apple in my opinionREAD MORE",1
awesome product i have ever usedREAD MORE,5
OFTEN GET PROBLEMREAD MORE,1
I got a good productREAD MORE,5
Good phoneREAD MORE,5
Excellent product and service.READ MORE,5
GoodREAD MORE,4
Except for the battery I am happy with the phone. Everything is good. and this is my first ever i phone. So once you get adapted you wont go back.READ MORE,4
Very good 👍. Price and quality is excellent 👌.READ MORE,5
Its totally worth itREAD MORE,5
In specification it z mentioned dual sim... please make it correct..READ MORE,5
Tnx to flipkart.....😊READ MORE,3
Awesome product!READ MORE,5
Good but could be much better if Charger n pin would arrived with same costREAD MORE,5
Best because provided chargerREAD MORE,5
Gif but not great as it is great with the performance it just been like a race bike but with low fuel by the time it peaks charge complete only for light users or as the secondary mobileREAD MORE,4
Perfect choice.READ MORE,5
Superb camera and excellent performance but i have used 1 month after that battery health 98% 😢 i m so sad So guys don’t buy ..READ MORE,4
Totally satisfiedREAD MORE,5
Good productREAD MORE,5
Initial impression that a quite happyREAD MORE,5
"Specially it is good for photos and video, the stability of the video is awesome, i got this for good price which is really worth.READ MORE",5
good productREAD MORE,4
niceREAD MORE,5
This phone is my heart....No one can beat it...❤️❤️❤️READ MORE,5
NiceREAD MORE,5
Lovely handset slim setREAD MORE,5
Awesome productREAD MORE,4
Super productREAD MORE,4
In low price range device is good.READ MORE,5
bombREAD MORE,5
Performance is great and camera is good to. I like the most is that the mobile is handy. The main drawback is with the battery lifeREAD MORE,4
Battery is not charging after 80%. It struck there for hoursREAD MORE,1
Except battery all are excellent....READ MORE,5
Superb IphoneREAD MORE,5
Battery: ModerateScreen: Very goodCamera: ExcellentForm factor and design: ExcellentHome button haptics: EcstaticsOverall haptics: SatisfyingSound: Very goodInternet signal quality (in my region): Not so goodOverall software experience: ExcellentCall quality: Very goodREAD MORE,4
iPhone works fine. Image and video quality is good. But battery drains very fast if you watch video.READ MORE,4
NiceREAD MORE,4
PerfectREAD MORE,5
Value for moneyREAD MORE,5
High speed not workingREAD MORE,1
Worth and best for parentsREAD MORE,5
"Over all nice, but battery improvement required.READ MORE",4
Superrb phne...all you r going to face is the battery backup..others are all perfectREAD MORE,5
"Battery is really a problem , because I shifted from Iqoo 3 and it has 4500mah battery. Still satisfied 😇😇READ MORE",3
Great instrument photo click niceREAD MORE,5
Amazing phone ....READ MORE,5
It is wonderful product it is good for money investmentI like diss productREAD MORE,5
Regretting after buy this😔😩READ MORE,2
"The phone is awesome only thing I didn’t like is the packing of product,They literally gave me phone in a paper bag nothing else was there, Too much disappointed with the packing please do some good packing.READ MORE",1
A bigger battery would have been killer. Everything else justifies the ‘Budget’ iPhone tag.READ MORE,4
I am really happy with tiny and compact phone. just 3 days use.READ MORE,5
"CAMERA: 3 STAR ( GOOD CAMERA FOR PORTRAIT LENS )BATTERY: 1 STAR ( VERY LESS BATTERY BACKUP 2 HOURS PUBG = 100% - 0% )DISPLAY: 3 STAR ( VERY SMALL BUT BEST FOR USING INSTAGRAM FACEBOOK ETC. )PERFORMANCE: 5 STAR ( POWERED WITH A13 BIONIC CHIP BEST FOR PLAYING PUBG EXTREME+ULTRAHD )VALUE FOR MONEY: 3 STAR ( AVERAGE VALUE , BUT OK FOR IPHONES )AVERAGE PRODUCT18 OUT OF 30READ MORE",4
BestREAD MORE,5
Excellent Mobile only battery is not so good for whole dayREAD MORE,4
Very good phone if you dine have too extensive use as battery is very small can drain out very fast if you use very much otherwise best value for money can’t complain gets everything of iPhone 11 at very less priceREAD MORE,5
"Lot of guys complaining about the battery but given its capacity (1800mah), the screen time of 4-6 hours is more than just average.?READ MORE",5
GoodREAD MORE,4
Display screen vibrates when playing musicREAD MORE,3
Worth for money!!!READ MORE,5
Good phone with nice camera & performance..battery could have been lit bit better..but still working good for moderate user not for a heavy user thoughREAD MORE,4
Worst purchase of all time.. within a month started giving problems. Iphone is restarting automatically on its own. N now its stuck on apple logo . And now its showing error 4014   Hardware related issue …..READ MORE,1
It is of my choice.🙏🏻READ MORE,5
goodREAD MORE,5
Aswam productsREAD MORE,1
GoodREAD MORE,5
"Sensor is not working, speaker is not working and having lots of issue. Seems look like normal phone not iphone. I strongly recommend to not buy this product from iphone. It's a failure model in Apple in my opinionREAD MORE",1
awesome product i have ever usedREAD MORE,5
OFTEN GET PROBLEMREAD MORE,1
I got a good productREAD MORE,5
Good phoneREAD MORE,5
Excellent product and service.READ MORE,5
GoodREAD MORE,4
Except for the battery I am happy with the phone. Everything is good. and this is my first ever i phone. So once you get adapted you wont go back.READ MORE,4
Very good 👍. Price and quality is excellent 👌.READ MORE,5
Its totally worth itREAD MORE,5
In specification it z mentioned dual sim... please make it correct..READ MORE,5
Tnx to flipkart.....😊READ MORE,3
Awesome product!READ MORE,5
Good but could be much better if Charger n pin would arrived with same costREAD MORE,5
Best because provided chargerREAD MORE,5
